"DateTime","Final price","Historical Low"
"2022-10-19 17:01:37",9.99,9.89
"2022-11-01 17:21:45",19.99,9.89
"2022-11-22 18:15:00",7.99,7.99
"2022-11-29 18:27:18",19.99,7.99
"2022-12-08 18:01:38",7.99,7.99
"2022-12-14 18:01:37",19.99,7.99
"2022-12-22 18:16:08",7.99,7.99
"2023-01-05 18:22:12",19.99,7.99
"2023-01-19 18:01:38",7.99,7.99
"2023-01-31 18:01:37",19.99,7.99
"2023-03-03 18:01:35",7.99,7.99
"2023-03-23 17:22:01",19.99,7.99
"2023-04-24 17:21:45",7.99,7.99
"2023-05-07 17:01:32",19.99,7.99
"2023-06-06 17:01:33",7.99,7.99
"2023-06-20 17:01:31",19.99,7.99
"2023-06-29 17:14:05",7.99,7.99
"2023-07-13 17:22:06",19.99,7.99
"2023-07-24 17:21:43",7.99,7.99
"2023-08-07 17:21:40",19.99,7.99
"2023-09-11 17:21:41",7.99,7.99
"2023-09-25 17:21:40",19.99,7.99
"2023-10-25 17:01:28",7.99,7.99
"2023-11-07 17:05:02",19.99,7.99
"2023-11-21 18:28:50",7.99,7.99
"2023-11-28 18:27:15",19.99,7.99
"2023-12-07 18:01:38",7.99,7.99
"2024-01-04 18:27:34",19.99,7.99
"2024-01-24 18:01:30",7.99,7.99
"2024-01-30 18:01:32",19.99,7.99
"2024-02-29 18:01:34",7.99,7.99
"2024-03-21 17:27:21",19.99,7.99
"2024-04-15 17:21:44",7.99,7.99
"2024-04-29 17:21:44",19.99,7.99
"2024-06-07 17:01:33",7.99,7.99
"2024-06-21 17:01:34",19.99,7.99
"2024-06-27 17:50:34",7.99,7.99
"2024-07-11 17:27:17",19.99,7.99
"2024-07-22 17:21:47",7.99,7.99
"2024-08-05 17:21:45",19.99,7.99
"2024-09-16 17:27:58",7.99,7.99
"2024-09-29 17:04:37",19.99,7.99
"2024-10-29 17:01:33",7.99,7.99
"2024-11-12 17:05:01",19.99,7.99
"2024-11-27 18:21:38",7.99,7.99
"2024-12-04 18:27:22",19.99,7.99
"2024-12-12 18:01:38",7.99,7.99
"2025-01-02 19:01:27",19.99,7.99
"2025-01-27 18:21:24",7.99,7.99
"2025-02-10 18:21:21",19.99,7.99
"2025-03-12 17:01:23",7.99,7.99
"2025-03-24 17:21:16",19.99,7.99
"2025-04-23 17:01:11",7.99,7.99
"2025-05-06 17:01:10",19.99,7.99
"2025-06-05 17:01:17",7.99,7.99
"2025-06-19 17:01:11",19.99,7.99
"2025-06-26 17:50:00",7.99,7.99
"2025-07-10 17:11:08",19.99,7.99
"2025-08-11 17:11:11",7.99,7.99
"2025-08-24 17:01:12",19.99,7.99
"2025-09-23 17:01:17",7.99,7.99
"2025-10-06 17:11:13",19.99,7.99
"2025-10-29 17:01:20",7.99,7.99
"2025-11-11 17:05:03",19.99,7.99
"2025-12-11 00:05:53",19.99,7.99
"2025-12-11 00:05:53",,7.99
